,sfc_id,time,type,id
93,83,252.0,1,93
94,74,253.0,1,94
95,31,253.457505125618,0,95
96,76,254.0,1,96
97,61,255.0,1,97
98,77,255.0,1,98
99,75,256.0,1,99
100,82,256.0,1,100
101,88,256.0,1,101
102,64,257.0,1,102
103,78,257.0,1,103
104,89,257.0,1,104
105,12,258.19216756932923,0,105
106,5,258.2818539169614,0,106
107,67,263.0,1,107
108,84,263.0,1,108
109,84,264.1240367610396,0,109
110,54,271.1408334131906,0,110
111,51,277.02806011035887,0,111
112,16,277.5711435134515,0,112
113,87,279.7340428322674,0,113
114,8,282.29418985793495,0,114
115,2,286.52154377881584,0,115
116,28,293.5626964502451,0,116
117,33,296.39161100509,0,117
118,34,314.19778314771366,0,118
119,77,324.1287801733146,0,119
120,17,328.1320492388173,0,120
121,73,329.19928959662064,0,121
122,93,334.0,1,122
123,37,334.6195374798109,0,123
124,117,343.0,1,124
125,90,345.0,1,125
126,106,345.0,1,126
127,95,346.0,1,127
128,97,346.0,1,128
129,100,346.0,1,129
130,118,346.0,1,130
131,94,347.0,1,131
132,29,347.70625231777365,0,132
133,99,348.0,1,133
134,110,348.0,1,134
135,119,348.0,1,135
136,98,349.0,1,136
137,108,349.0,1,137
138,108,350.6789291049273,0,138
139,96,352.0,1,139
140,101,352.0,1,140
141,109,352.0,1,141
142,112,352.0,1,142
143,116,352.0,1,143
144,104,354.0,1,144
145,113,354.0,1,145
146,91,355.0,1,146
147,102,355.0,1,147
148,92,356.0,1,148
149,115,356.0,1,149
150,107,357.0,1,150
151,111,357.0,1,151
152,105,360.0,1,152
153,114,360.0,1,153
154,14,360.8697609332445,0,154
155,89,361.74727030022086,0,155
156,103,363.0,1,156
157,22,364.4752495557338,0,157
158,60,366.19747703196936,0,158
159,74,369.6212848206777,0,159
160,79,375.30321597147827,0,160
161,103,376.67380428584613,0,161
162,81,378.147511642581,0,162
163,59,383.25044698391446,0,163
164,102,386.7588770162679,0,164
165,38,390.0595802021319,0,165
166,93,394.97784498004876,0,166
167,91,403.9201872666206,0,167
168,96,422.65977525423114,0,168
169,113,428.0532284494931,0,169
170,98,429.9631058547566,0,170
171,124,440.0,1,171
172,135,440.0,1,172
173,145,440.0,1,173
174,146,441.0,1,174
175,129,442.0,1,175
176,121,443.0,1,176
177,131,444.0,1,177
178,134,444.0,1,178
179,136,445.0,1,179
180,149,445.0,1,180
181,143,447.0,1,181
182,120,448.0,1,182
183,149,448.51244388930655,0,183
184,61,448.73500644600426,0,184
185,125,449.0,1,185
186,133,450.0,1,186
187,142,450.0,1,187
188,138,452.0,1,188
189,44,452.51326640955847,0,189
190,128,453.0,1,190
191,137,453.0,1,191
192,148,453.0,1,192
193,123,455.0,1,193
194,126,455.0,1,194
195,127,455.0,1,195
196,130,455.0,1,196
197,122,456.0,1,197
198,147,457.0,1,198
199,25,457.97006703864554,0,199
200,140,458.0,1,200
201,141,458.0,1,201
202,144,458.0,1,202
203,139,459.0,1,203
204,132,462.0,1,204
205,116,473.96452266894084,0,205
206,82,477.88162146964964,0,206
207,78,478.9119597515843,0,207
208,148,479.19691726827097,0,208
209,57,494.57944811055205,0,209
210,41,500.4345214912959,0,210
211,95,506.6784458304098,0,211
212,42,520.9711931224169,0,212
213,135,523.4233727032075,0,213
214,173,529.0,1,214
215,48,533.98568133804,0,215
216,112,534.4384541582807,0,216
217,168,539.0,1,217
218,178,539.0,1,218
219,147,539.1050769051678,0,219
220,152,541.0,1,220
221,171,541.0,1,221
222,176,542.0,1,222
223,155,543.0,1,223
224,162,543.0,1,224
225,174,543.0,1,225
226,150,544.0,1,226
227,177,544.0,1,227
228,165,545.0,1,228
229,164,546.0,1,229
230,169,547.0,1,230
231,177,547.6474785971407,0,231
232,160,548.0,1,232
233,159,550.0,1,233
234,163,550.0,1,234
235,172,550.0,1,235
236,178,550.5597324329107,0,236
237,154,551.0,1,237
238,167,551.0,1,238
239,153,552.0,1,239
240,175,552.0,1,240
241,85,552.3801278527818,0,241
242,161,553.0,1,242
243,176,553.3597076869783,0,243
244,163,554.9191728102473,0,244
245,157,557.0,1,245
246,179,558.0,1,246
247,158,560.0,1,247
248,170,560.0,1,248
249,151,561.0,1,249
250,156,562.0,1,250
251,166,563.0,1,251
252,145,563.2194703564851,0,252
253,172,568.6761417877232,0,253
254,160,568.7457646987707,0,254
255,27,569.3407331347929,0,255
256,134,573.9484252838766,0,256
257,175,579.639256661754,0,257
258,138,583.0509761007856,0,258
259,179,583.526276670112,0,259
260,133,593.5645882471249,0,260
261,107,600.4100710146386,0,261
262,140,606.1966629363583,0,262
263,55,615.781667696537,0,263
264,114,621.1461024545445,0,264
265,63,621.8772372090609,0,265
266,118,623.861198503954,0,266
267,168,625.0744985633893,0,267
268,69,628.0053554541797,0,268
269,68,636.824396397473,0,269
270,192,637.0,1,270
271,194,638.0,1,271
272,132,640.912315056996,0,272
273,208,644.0,1,273
274,196,645.0,1,274
275,202,645.0,1,275
276,181,646.0,1,276
277,183,646.0,1,277
278,209,646.0,1,278
279,111,646.526627863121,0,279
280,180,647.0,1,280
281,187,648.0,1,281
282,201,648.0,1,282
283,203,648.0,1,283
284,182,649.0,1,284
285,200,649.0,1,285
286,185,650.0,1,286
287,198,652.0,1,287
288,18,652.8805648471473,0,288
289,184,653.0,1,289
290,186,653.0,1,290
291,188,654.0,1,291
292,205,654.0,1,292
293,199,655.0,1,293
294,207,655.0,1,294
295,193,656.0,1,295
296,197,656.0,1,296
297,206,657.0,1,297
298,191,658.0,1,298
299,195,658.0,1,299
300,190,659.0,1,300
301,104,659.2175562483174,0,301
302,189,662.0,1,302
303,201,662.9681690347061,0,303
304,204,664.0,1,304
305,53,664.5358636555201,0,305
306,120,666.1720028515593,0,306
307,171,673.7020267793164,0,307
308,159,675.9697889198145,0,308
309,105,676.2760213651025,0,309
310,50,682.5369893141843,0,310
311,67,685.5230087545426,0,311
312,109,685.8078765947603,0,312
313,189,686.4405887878114,0,313
314,150,688.2947118670679,0,314
315,194,690.117438093765,0,315
316,130,696.1407217917429,0,316
317,13,699.0212199252686,0,317
318,180,703.1300248380116,0,318
319,123,708.1265721940065,0,319
320,202,708.3643024455841,0,320
321,47,709.2011336937463,0,321
322,86,709.6418642463138,0,322
323,40,716.1555502280539,0,323
324,154,727.4110112623938,0,324
325,198,727.4315736784304,0,325
326,181,727.7105362958173,0,326
327,233,735.0,1,327
328,184,735.6190289517266,0,328
329,143,736.7335917719339,0,329
330,221,737.0,1,330
331,232,739.0,1,331
332,224,740.0,1,332
333,230,740.0,1,333
334,152,742.4958851508344,0,334
335,72,742.7787938689969,0,335
336,6,743.2488018026914,0,336
337,213,744.0,1,337
338,218,744.0,1,338
339,137,744.4025343394401,0,339
340,210,745.0,1,340
341,229,745.0,1,341
342,227,746.0,1,342
343,222,747.0,1,343
344,214,748.0,1,344
345,216,748.0,1,345
346,225,748.0,1,346
347,234,748.0,1,347
348,223,749.0,1,348
349,238,749.0,1,349
350,226,751.0,1,350
351,236,751.0,1,351
352,212,752.0,1,352
353,215,753.0,1,353
354,217,753.0,1,354
355,235,753.0,1,355
356,119,754.0855115415313,0,356
357,220,755.0,1,357
358,237,755.0,1,358
359,20,756.428685147751,0,359
360,219,758.0,1,360
361,239,758.0,1,361
362,88,759.8212681681177,0,362
363,110,759.9136367924714,0,363
364,92,762.0537421038877,0,364
365,211,763.0,1,365
366,228,763.0,1,366
367,231,766.0,1,367
368,232,766.1776847108398,0,368
369,188,766.783323618953,0,369
370,139,770.3700377408611,0,370
371,90,779.4167738875124,0,371
372,229,780.9049631252943,0,372
373,99,784.9126216598378,0,373
374,83,794.4125779738417,0,374
375,203,800.1691269483252,0,375
376,94,815.4973528798516,0,376
377,211,824.3868908786548,0,377
378,245,832.0,1,378
379,254,835.0,1,379
380,222,840.643629667931,0,380
381,250,841.0,1,381
382,265,841.0,1,382
383,264,842.0,1,383
384,46,842.9941277489266,0,384
385,248,843.0,1,385
386,251,844.0,1,386
387,240,845.0,1,387
388,244,845.0,1,388
389,219,845.4219613892218,0,389
390,242,846.0,1,390
391,247,847.0,1,391
392,268,848.0,1,392
393,117,848.5396462639335,0,393
394,225,848.9930089379228,0,394
395,249,850.0,1,395
396,257,850.0,1,396
397,266,850.0,1,397
398,243,851.0,1,398
399,255,852.0,1,399
400,263,852.0,1,400
401,262,853.0,1,401
402,258,854.0,1,402
403,261,854.0,1,403
404,246,856.0,1,404
405,241,857.0,1,405
406,256,859.0,1,406
407,259,860.0,1,407
408,253,861.0,1,408
409,260,861.0,1,409
410,267,861.0,1,410
411,269,862.0,1,411
412,162,864.1146483093553,0,412
413,248,864.2863881652213,0,413
414,224,866.8038925782865,0,414
415,252,867.0,1,415
416,251,875.464527386149,0,416
417,244,878.9999645617086,0,417
418,106,880.8309308456979,0,418
419,3,882.1466554545159,0,419
420,97,885.6594363231542,0,420
421,136,889.4457872158837,0,421
422,146,905.6341075404503,0,422
423,9,907.2829145379075,0,423
424,227,917.1069139791102,0,424
425,66,925.5763960868967,0,425
426,212,926.8012403295229,0,426
427,236,930.3155120469111,0,427
428,266,932.1721877235817,0,428
429,245,935.043055767566,0,429
430,275,941.0,1,430
431,254,941.9284874639648,0,431
432,289,942.0,1,432
433,296,942.0,1,433
434,278,943.0,1,434
435,274,944.0,1,435
436,281,944.0,1,436
437,286,944.0,1,437
438,285,945.0,1,438
439,290,945.0,1,439
440,271,946.0,1,440
441,284,946.0,1,441
442,273,948.0,1,442
443,115,948.7754648065096,0,443
444,276,949.0,1,444
445,279,949.0,1,445
446,283,949.0,1,446
447,288,950.0,1,447
448,294,950.0,1,448
449,277,951.0,1,449
450,291,951.0,1,450
451,293,952.0,1,451
452,299,953.0,1,452
453,76,955.6337516862142,0,453
454,270,956.0,1,454
455,298,956.0,1,455
456,282,958.0,1,456
457,295,959.0,1,457
458,297,960.0,1,458
459,292,961.0,1,459
460,272,962.0,1,460
461,280,962.0,1,461
462,287,966.0,1,462
463,246,966.5796422797853,0,463
464,209,971.0532569959938,0,464
465,215,971.2043311764462,0,465
466,271,974.9354955026984,0,466
467,262,975.6247995160196,0,467
468,80,978.7864742279228,0,468
469,127,986.6554503973222,0,469
470,238,986.7682936998374,0,470
471,234,987.4783842094104,0,471
472,220,993.3395275311946,0,472
473,274,993.4050234327942,0,473
474,165,994.5612311795112,0,474
475,284,995.9215010795241,0,475
476,199,998.0387669015623,0,476
477,158,999.8589428127991,0,477
478,221,1005.3345013805879,0,478
479,124,1011.6043114830866,0,479
480,182,1015.3236903042756,0,480
481,167,1033.5906908403838,0,481
482,294,1035.7920234371406,0,482
483,301,1037.0,1,483
484,235,1037.7799887800743,0,484
485,308,1039.0,1,485
486,314,1043.0,1,486
487,329,1044.0,1,487
488,240,1044.8502331510938,0,488
489,319,1045.0,1,489
490,300,1046.0,1,490
491,306,1046.0,1,491
492,309,1047.0,1,492
493,100,1047.3045911340796,0,493
494,36,1047.7851279712304,0,494
495,310,1048.0,1,495
496,312,1048.0,1,496
497,325,1048.0,1,497
498,305,1049.0,1,498
499,317,1049.0,1,499
500,318,1049.0,1,500
501,320,1049.0,1,501
502,324,1049.0,1,502
503,231,1049.607665445247,0,503
504,315,1050.0,1,504
505,316,1051.0,1,505
506,323,1051.0,1,506
507,322,1053.0,1,507
508,302,1054.0,1,508
509,311,1055.0,1,509
510,326,1055.0,1,510
511,304,1056.0,1,511
512,307,1056.0,1,512
513,142,1056.209077476893,0,513
514,328,1057.0,1,514
515,303,1058.0,1,515
516,327,1058.0,1,516
517,325,1061.478858135939,0,517
518,313,1062.0,1,518
519,321,1062.0,1,519
520,315,1064.299103713147,0,520
521,155,1066.9104788516138,0,521
522,279,1068.9721439025739,0,522
523,35,1069.8333783765847,0,523
524,317,1074.920713761012,0,524
525,223,1074.9640318064519,0,525
526,305,1076.7778581702166,0,526
527,276,1082.659196795348,0,527
528,196,1089.3731909242656,0,528
529,307,1094.826438874556,0,529
530,259,1100.5684627295748,0,530
531,216,1104.1836724866503,0,531
532,56,1106.238320331733,0,532
533,64,1114.9477363400147,0,533
534,183,1117.9543061903457,0,534
535,186,1122.2523270833503,0,535
536,131,1123.0130078916623,0,536
537,257,1129.1478427838938,0,537
538,342,1140.0,1,538
539,352,1140.0,1,539
540,343,1141.0,1,540
541,356,1143.0,1,541
542,359,1143.0,1,542
543,339,1145.0,1,543
544,334,1146.0,1,544
545,341,1146.0,1,545
546,345,1146.0,1,546
547,337,1147.0,1,547
548,331,1148.0,1,548
549,332,1150.0,1,549
550,260,1150.4193207669518,0,550
551,340,1151.0,1,551
552,351,1151.0,1,552
553,24,1151.223103460193,0,553
554,348,1152.0,1,554
555,353,1152.0,1,555
556,347,1153.0,1,556
557,354,1153.0,1,557
558,355,1153.0,1,558
559,338,1155.0,1,559
560,336,1156.0,1,560
561,346,1156.0,1,561
562,349,1156.0,1,562
563,350,1157.0,1,563
564,357,1157.0,1,564
565,321,1157.1243205851156,0,565
566,330,1158.0,1,566
567,333,1159.0,1,567
568,332,1159.7417765496925,0,568
569,344,1160.0,1,569
570,253,1162.5530211263886,0,570
571,357,1162.681914274521,0,571
572,358,1165.0,1,572
573,335,1166.0,1,573
574,318,1173.0537040168522,0,574
575,272,1173.0902015270844,0,575
576,355,1174.0129686641685,0,576
577,75,1174.2512148205337,0,577
578,70,1188.8198049044286,0,578
579,300,1190.6105483658646,0,579
580,239,1191.1407497808639,0,580
581,173,1196.7391244831692,0,581
582,334,1204.9825748129183,0,582
583,309,1205.2848177213716,0,583
584,190,1207.042970090778,0,584
585,327,1209.8375148328744,0,585
586,273,1210.6285751054297,0,586
587,214,1217.6867173136063,0,587
588,387,1230.0,1,588
589,243,1233.542176059821,0,589
590,187,1235.0517172231393,0,590
591,367,1236.0,1,591
592,378,1237.0,1,592
593,205,1237.4552766242805,0,593
594,362,1240.0,1,594
595,366,1240.0,1,595
596,384,1240.0,1,596
597,377,1241.0,1,597
598,364,1243.0,1,598
599,381,1243.0,1,599
600,382,1243.0,1,600
601,386,1243.0,1,601
602,389,1243.0,1,602
603,374,1244.0,1,603
604,379,1244.0,1,604
605,345,1244.7205035634163,0,605
606,363,1245.0,1,606
607,368,1245.0,1,607
608,370,1246.0,1,608
609,337,1246.7595246872343,0,609
610,233,1246.876186093069,0,610
611,369,1250.0,1,611
612,380,1250.0,1,612
613,372,1251.0,1,613
614,388,1252.0,1,614
615,151,1253.8857482863004,0,615
616,375,1254.0,1,616
617,376,1254.0,1,617
618,373,1255.0,1,618
619,360,1256.0,1,619
620,383,1256.0,1,620
621,371,1259.0,1,621
622,365,1260.0,1,622
623,385,1264.0,1,623
624,331,1264.6959727581957,0,624
625,347,1264.856474498638,0,625
626,361,1267.0,1,626
627,353,1267.0829674025927,0,627
628,311,1271.4699886576373,0,628
629,308,1279.7292548758787,0,629
630,384,1282.8975081360772,0,630
631,386,1285.094725844979,0,631
632,366,1287.9280252735716,0,632
633,62,1296.7260566733453,0,633
634,326,1297.744309600797,0,634
635,249,1300.0568749941756,0,635
636,241,1301.220129052931,0,636
637,256,1303.3976666490428,0,637
638,361,1303.8877839198403,0,638
639,322,1305.949146355132,0,639
640,101,1306.8443196801616,0,640
641,174,1309.4155679853095,0,641
642,128,1311.7672491834956,0,642
643,169,1312.4653491844565,0,643
644,288,1319.1181553420288,0,644
645,255,1319.994281652087,0,645
646,195,1322.8687123646032,0,646
647,404,1331.0,1,647
648,230,1333.6425286027898,0,648
649,368,1334.6585778133508,0,649
650,344,1335.3642979169128,0,650
651,213,1337.240243490929,0,651
652,349,1338.0770913634947,0,652
653,397,1339.0,1,653
654,408,1340.0,1,654
655,193,1340.77641325409,0,655
656,283,1341.5950875994865,0,656
657,290,1342.7712783327213,0,657
658,263,1343.0713688743822,0,658
659,129,1343.5196422930935,0,659
660,416,1344.0,1,660
661,400,1345.0,1,661
662,399,1346.0,1,662
663,401,1346.0,1,663
664,403,1346.0,1,664
665,409,1346.0,1,665
666,417,1346.0,1,666
667,418,1346.0,1,667
668,387,1348.9566325856472,0,668
669,404,1349.4701376990831,0,669
670,396,1350.0,1,670
671,402,1351.0,1,671
672,410,1351.0,1,672
673,391,1352.0,1,673
674,394,1353.0,1,674
675,415,1353.0,1,675
676,412,1354.0,1,676
677,410,1354.2929412268197,0,677
678,411,1355.0,1,678
679,390,1357.0,1,679
680,398,1357.0,1,680
681,407,1357.0,1,681
682,419,1357.0,1,682
683,405,1358.0,1,683
684,392,1359.0,1,684
685,393,1361.0,1,685
686,370,1361.349260471222,0,686
687,395,1362.0,1,687
688,406,1362.0,1,688
689,414,1362.0,1,689
690,192,1362.062314504813,0,690
691,413,1367.0,1,691
692,348,1367.2935196358605,0,692
693,296,1374.8897371555774,0,693
694,153,1377.1618035131814,0,694
695,403,1383.2282107949648,0,695
696,191,1385.311831443225,0,696
697,359,1388.4240282889014,0,697
698,338,1391.9035460730101,0,698
699,287,1395.4930027876317,0,699
700,363,1399.1724975418942,0,700
701,401,1399.3435905855272,0,701
702,261,1400.7470713036855,0,702
703,397,1404.1270739037438,0,703
704,207,1404.3537908634457,0,704
705,277,1405.460177308658,0,705
706,299,1406.8969968697259,0,706
707,292,1408.8608390989637,0,707
708,310,1418.2209448482527,0,708
709,289,1419.4975146598342,0,709
710,185,1427.1420599637074,0,710
711,394,1429.6837515316276,0,711
712,422,1430.0,1,712
713,65,1430.8183140875121,0,713
714,423,1438.0,1,714
715,293,1438.8222693116343,0,715
716,433,1440.0,1,716
717,424,1441.0,1,717
718,427,1441.0,1,718
719,443,1442.0,1,719
720,421,1443.0,1,720
721,431,1444.0,1,721
722,446,1444.0,1,722
723,426,1445.0,1,723
724,438,1445.0,1,724
725,45,1448.142824038869,0,725
726,447,1449.0,1,726
727,425,1450.0,1,727
728,436,1450.0,1,728
729,439,1450.0,1,729
730,442,1451.0,1,730
731,380,1451.3176421638368,0,731
732,440,1452.0,1,732
733,445,1452.0,1,733
734,435,1453.0,1,734
735,437,1453.0,1,735
736,441,1453.0,1,736
737,430,1454.0,1,737
738,434,1455.0,1,738
739,449,1455.0,1,739
740,428,1456.0,1,740
741,429,1456.0,1,741
742,432,1456.0,1,742
743,448,1456.0,1,743
744,420,1457.0,1,744
745,210,1457.0784783295317,0,745
746,297,1458.2854022739195,0,746
747,217,1464.2836860887703,0,747
748,126,1464.307893448652,0,748
749,377,1464.336621257288,0,749
750,444,1465.0,1,750
751,200,1466.9502596979132,0,751
752,166,1468.5835652261774,0,752
753,428,1477.9104328768722,0,753
754,303,1481.0723144883934,0,754
755,328,1482.8626004087287,0,755
756,339,1484.5943236510736,0,756
757,411,1486.9815361030844,0,757
758,447,1487.6763747740056,0,758
759,320,1488.7869373461099,0,759
760,269,1489.9169227221996,0,760
761,429,1490.1778266245403,0,761
762,421,1497.0540084867396,0,762
763,374,1503.152728339937,0,763
764,319,1505.0709467477702,0,764
765,330,1505.2874201624777,0,765
766,442,1505.8722588664052,0,766
767,335,1506.0241968234159,0,767
768,392,1509.6191160245007,0,768
769,417,1510.1496934574789,0,769
770,122,1512.7804620227275,0,770
771,406,1515.947198185872,0,771
772,419,1518.8279119723725,0,772
773,312,1520.4424196417351,0,773
774,341,1521.747816315692,0,774
775,206,1527.139297106578,0,775
776,443,1527.5995017901362,0,776
777,324,1535.6128556054946,0,777
778,391,1535.9339241614896,0,778
779,466,1538.0,1,779
780,459,1540.0,1,780
781,463,1540.0,1,781
782,467,1541.0,1,782
783,476,1544.0,1,783
784,473,1545.0,1,784
785,474,1545.0,1,785
786,477,1546.0,1,786
787,458,1547.0,1,787
788,471,1547.0,1,788
789,457,1548.0,1,789
790,452,1549.0,1,790
791,455,1549.0,1,791
792,478,1549.0,1,792
793,470,1550.0,1,793
794,460,1551.0,1,794
795,479,1551.0,1,795
796,450,1553.0,1,796
797,464,1553.0,1,797
798,463,1553.0786569590214,0,798
799,453,1554.0,1,799
800,468,1554.0,1,800
801,472,1554.0,1,801
802,475,1554.0,1,802
803,462,1555.0,1,803
804,469,1555.0,1,804
805,456,1557.0,1,805
806,465,1557.0,1,806
807,461,1558.0,1,807
808,451,1563.0,1,808
809,468,1565.376340643067,0,809
810,466,1566.5801990043406,0,810
811,454,1567.0,1,811
812,371,1568.4233698315247,0,812
813,450,1580.8578828145244,0,813
814,405,1581.5435667188563,0,814
815,441,1585.2877013739135,0,815
816,459,1585.6041346579063,0,816
817,472,1588.539304522785,0,817
818,476,1591.0577975256206,0,818
819,420,1599.4320354800288,0,819
820,226,1601.1733786201253,0,820
821,415,1605.1071138870154,0,821
822,409,1605.1562774559732,0,822
823,423,1611.2253671941621,0,823
824,448,1611.67252250125,0,824
825,304,1618.1622415127051,0,825
826,49,1619.3398326295064,0,826
827,351,1623.8851663093455,0,827
828,453,1626.5689437717615,0,828
829,365,1626.9595898762223,0,829
830,479,1628.7301818334895,0,830
831,464,1630.1657913699191,0,831
832,389,1633.5143935315589,0,832
833,413,1635.3826739758906,0,833
834,270,1637.2108993792517,0,834
835,505,1639.0,1,835
836,487,1640.0,1,836
837,492,1642.0,1,837
838,509,1642.0,1,838
839,481,1643.0,1,839
840,495,1643.0,1,840
841,504,1643.0,1,841
842,502,1644.0,1,842
843,432,1644.9120287803444,0,843
844,499,1645.0,1,844
845,507,1646.0,1,845
846,490,1648.0,1,846
847,491,1648.0,1,847
848,496,1648.0,1,848
849,480,1649.0,1,849
850,493,1649.0,1,850
851,508,1649.0,1,851
852,498,1650.0,1,852
853,506,1650.0,1,853
854,482,1652.0,1,854
855,489,1652.0,1,855
856,500,1652.0,1,856
857,483,1653.0,1,857
858,486,1653.0,1,858
859,494,1654.0,1,859
860,501,1654.0,1,860
861,444,1656.5647528238208,0,861
862,503,1658.0,1,862
863,506,1658.5652744054341,0,863
864,497,1659.0,1,864
865,484,1660.0,1,865
866,485,1662.0,1,866
867,488,1663.0,1,867
868,354,1666.9445736729358,0,868
869,333,1674.312511104677,0,869
870,475,1676.287025480663,0,870
871,488,1676.6756018658753,0,871
872,376,1682.080993100979,0,872
873,481,1682.8970641567485,0,873
874,502,1687.67074728533,0,874
875,369,1688.9698886467581,0,875
876,144,1696.3627781616265,0,876
877,358,1699.711531881062,0,877
878,422,1702.7195430542747,0,878
879,396,1705.3551302280011,0,879
880,412,1713.0291017619315,0,880
881,514,1726.0,1,881
882,382,1726.7760545618153,0,882
883,510,1732.0,1,883
884,402,1734.8442123709058,0,884
885,510,1739.235216639972,0,885
886,523,1740.0,1,886
887,451,1740.673646301983,0,887
888,71,1740.8230022416928,0,888
889,517,1742.0,1,889
890,511,1743.0,1,890
891,529,1744.0,1,891
892,528,1745.0,1,892
893,539,1745.0,1,893
894,512,1746.0,1,894
895,197,1746.5601326025017,0,895
896,518,1748.0,1,896
897,530,1748.0,1,897
898,533,1748.0,1,898
899,520,1749.0,1,899
900,525,1749.0,1,900
901,527,1749.0,1,901
902,519,1751.0,1,902
903,532,1751.0,1,903
904,237,1751.0936279674345,0,904
905,513,1752.0,1,905
906,526,1752.0,1,906
907,535,1753.0,1,907
908,524,1756.0,1,908
909,537,1756.0,1,909
910,521,1757.0,1,910
911,531,1757.0,1,911
912,534,1757.0,1,912
913,536,1757.0,1,913
914,514,1757.8355057864853,0,914
915,522,1759.0,1,915
916,515,1760.0,1,916
917,538,1761.0,1,917
918,372,1761.85459509059,0,918
919,492,1762.0693825732915,0,919
920,427,1766.9948772875298,0,920
921,516,1767.0,1,921
922,478,1768.5157237173094,0,922
923,267,1769.8504063798198,0,923
924,316,1778.2569225447046,0,924
925,461,1780.477349692313,0,925
926,511,1781.5238369966517,0,926
927,500,1781.5313469555779,0,927
928,228,1784.7650435197934,0,928
929,489,1789.1134661466983,0,929
930,497,1789.2384366044735,0,930
931,346,1789.5020789791488,0,931
932,458,1789.8612060950227,0,932
933,121,1794.3825017847173,0,933
934,424,1796.569187657876,0,934
935,516,1800.1718298959106,0,935
936,509,1800.6906130583563,0,936
937,494,1805.1369380682427,0,937
938,350,1807.9167727768622,0,938
939,329,1808.7551506747993,0,939
940,343,1808.8954768711792,0,940
941,340,1810.2364807073232,0,941
942,491,1821.9949951060134,0,942
943,381,1822.8529475812893,0,943
944,379,1827.7637503118826,0,944
945,471,1832.8852761008313,0,945
946,520,1834.0980305222693,0,946
947,553,1836.0,1,947
948,569,1837.0,1,948
949,564,1839.0,1,949
950,543,1840.0,1,950
951,546,1841.0,1,951
952,568,1841.0,1,952
953,550,1842.0,1,953
954,557,1842.0,1,954
955,540,1843.0,1,955
956,548,1845.0,1,956
957,559,1845.0,1,957
958,541,1846.0,1,958
959,542,1847.0,1,959
960,560,1847.0,1,960
961,565,1847.0,1,961
962,552,1848.0,1,962
963,558,1848.0,1,963
964,562,1849.0,1,964
965,549,1850.0,1,965
966,563,1850.0,1,966
967,567,1850.0,1,967
968,547,1852.0,1,968
969,556,1852.0,1,969
970,545,1853.0,1,970
971,566,1853.0,1,971
972,544,1855.0,1,972
973,551,1855.0,1,973
974,554,1855.0,1,974
975,125,1855.4306549853643,0,975
976,555,1856.0,1,976
977,569,1856.5694855386478,0,977
978,561,1857.0,1,978
979,161,1857.929651212697,0,979
980,536,1858.0313067780648,0,980
981,352,1859.7058897069087,0,981
982,564,1864.1901975253738,0,982
983,356,1874.9643305866782,0,983
984,495,1877.34451474864,0,984
985,456,1880.2448176636522,0,985
986,519,1895.12917370176,0,986
987,435,1901.106844945957,0,987
